experiment_id,game_index,checkpoint_turn,cohort,checkpoint_leader,winner,global_strict_persistence_turn,post_checkpoint_takeover_turn,relative_turn,absolute_turn,takeover_decisive_layer,final_decisive_layer,mechanism_secured_objective_reversal,mechanism_advantage_conversion_reversal,mechanism_objective_piece_tiebreak_reversal,mechanism_supply_degradation,mechanism_supply_reinvestment,mechanism_mixed,secured_objective_reversal_event_turns,advantage_conversion_event_turns,objective_piece_tiebreak_event_turns,supply_baseline_start_turn,supply_baseline_end_turn,supply_lookback_start_turn,supply_lookback_end_turn,leader_baseline_usable_support_edges,leader_lookback_usable_support_edges,leader_usable_support_edge_delta,winner_baseline_usable_support_edges,winner_lookback_usable_support_edges,winner_usable_support_edge_delta,configured_support_edge_change_threshold,leader_baseline_supply_source_usage_mean,leader_lookback_supply_source_usage_mean,configured_usage_mean_change_threshold,winner_baseline_supply_placement_mean,winner_lookback_supply_placement_mean,configured_placement_mean_change_threshold,indicator_degradation_unsecured_control_loss,indicator_degradation_important_control_loss,indicator_degradation_support_edge_decline,indicator_degradation_source_usage_decline,indicator_reinvestment_supply_placement_increase,indicator_reinvestment_new_secured_supply,indicator_reinvestment_important_control_gain,indicator_reinvestment_support_edge_increase,degradation_indicator_count,reinvestment_indicator_count,configured_minimum_indicators,turn_number,mover,next_mover,final_result,p1_secured_objectives,p2_secured_objectives,secured_objective_difference,p1_advantage_objectives,p2_advantage_objectives,advantage_objective_difference,p1_objective_pieces,p2_objective_pieces,objective_piece_difference,p1_secured_supply,p2_secured_supply,secured_supply_difference,p1_unsecured_controlled_supply,p2_unsecured_controlled_supply,unsecured_controlled_supply_difference,p1_supply_placements,p2_supply_placements,p1_objective_placements,p2_objective_placements,p1_cumulative_supply_placements,p2_cumulative_supply_placements,p1_cumulative_objective_placements,p2_cumulative_objective_placements,p1_cumulative_supply_source_usage,p2_cumulative_supply_source_usage,supply_source_usage_difference,important_supply_source_uses_this_turn,p1_cumulative_important_supply_source_usage,p2_cumulative_important_supply_source_usage,p1_primary_important_sites_controlled,p2_primary_important_sites_controlled,primary_important_control_difference,p1_primary_important_site_list,p2_primary_important_site_list,new_secured_objectives_p1,new_secured_objectives_p2,advantage_gains_p1,advantage_gains_p2,advantage_losses_p1,advantage_losses_p2,objective_piece_difference_change,new_secured_supply_p1,new_secured_supply_p2,important_control_gains_p1,important_control_gains_p2,important_control_losses_p1,important_control_losses_p2,live_objectives,full_lexicographic_leader,current_decisive_layer,turn_allocation_type,supply_placement_change_from_prior_own_turn,usable_supply_support_edges_p1,unsecured_control_losses_p1,contested_supply_points_p1,supply_placements_p1,objective_placements_p1,supply_source_uses_p1,important_supply_source_uses_p1,supply_source_uses_after_securing_p1,objective_advantage_to_neutral_p1,objective_advantage_to_opponent_p1,usable_supply_support_edges_p2,unsecured_control_losses_p2,contested_supply_points_p2,supply_placements_p2,objective_placements_p2,supply_source_uses_p2,important_supply_source_uses_p2,supply_source_uses_after_securing_p2,objective_advantage_to_neutral_p2,objective_advantage_to_opponent_p2,secured_objectives_p1,secured_objectives_p2,secured_objectives_p1_minus_p2,secured_objectives_checkpoint_leader_relative,secured_objectives_eventual_winner_relative,advantage_objectives_p1,advantage_objectives_p2,advantage_objectives_p1_minus_p2,advantage_objectives_checkpoint_leader_relative,advantage_objectives_eventual_winner_relative,objective_pieces_p1,objective_pieces_p2,objective_pieces_p1_minus_p2,objective_pieces_checkpoint_leader_relative,objective_pieces_eventual_winner_relative,secured_supply_p1,secured_supply_p2,secured_supply_p1_minus_p2,secured_supply_checkpoint_leader_relative,secured_supply_eventual_winner_relative,unsecured_controlled_supply_p1,unsecured_controlled_supply_p2,unsecured_controlled_supply_p1_minus_p2,unsecured_controlled_supply_checkpoint_leader_relative,unsecured_controlled_supply_eventual_winner_relative,usable_supply_support_edges_p1_minus_p2,usable_supply_support_edges_checkpoint_leader_relative,usable_supply_support_edges_eventual_winner_relative
uct-100000-self-play,37,20,reversal,2,1,21,21,-1,20,secured_objectives,secured_objectives,1,0,0,1,0,1,21,,,13,16,17,20,7.5,6.0,-1.5,3.25,3.5,0.25,1.0,2.0,2.0,0.5,1.0,1.0,0.5,1,0,1,0,0,0,0,0,2,0,2,20,2,1,p1_win,3,4,-1,2,0,2,13,12,1,2,3,-1,1,1,0,0,1,0,2,17,18,13,12,13,12,1,1,13,8,2,1,1,S22;S23,S21,0,1,0,0,0,1,-2,0,0,0,0,0,0,9,-1,secured_objectives,mixed,0,5,0,8,0,0,0,0,0,0,0,6,0,8,1,2,2,1,2,0,0,3,4,-1,1,-1,2,0,2,-2,2,13,12,1,-1,1,2,3,-1,1,-1,1,1,0,0,0,-1,1,-1
uct-100000-self-play,37,20,reversal,2,1,21,21,0,21,secured_objectives,secured_objectives,1,0,0,1,0,1,21,,,13,16,17,20,7.5,6.0,-1.5,3.25,3.5,0.25,1.0,2.0,2.0,0.5,1.0,1.0,0.5,1,0,1,0,0,0,0,0,2,0,2,21,1,2,p1_win,5,4,1,1,0,1,16,12,4,2,3,-1,1,1,0,0,0,3,0,17,18,16,12,16,12,4,2,15,8,2,1,1,S22;S23,S21,2,0,1,0,2,0,3,0,0,0,0,0,0,7,1,secured_objectives,all_objective,-1,2,0,8,0,3,3,2,2,0,0,4,0,8,0,0,0,0,0,0,0,5,4,1,-1,1,1,0,1,-1,1,16,12,4,-4,4,2,3,-1,1,-1,1,1,0,0,0,-2,2,-2
uct-100000-self-play,37,20,reversal,2,1,21,21,1,22,secured_objectives,secured_objectives,1,0,0,1,0,1,21,,,13,16,17,20,7.5,6.0,-1.5,3.25,3.5,0.25,1.0,2.0,2.0,0.5,1.0,1.0,0.5,1,0,1,0,0,0,0,0,2,0,2,22,2,1,p1_win,5,4,1,1,2,-1,16,14,2,2,3,-1,1,2,-1,0,1,0,2,17,19,16,14,16,14,2,0,15,8,2,1,1,S22;S23,S21,0,0,0,2,0,0,-2,0,0,0,0,0,0,7,1,secured_objectives,mixed,0,2,0,8,0,0,0,0,0,0,0,5,0,8,1,2,2,0,1,0,0,5,4,1,-1,1,1,2,-1,1,-1,16,14,2,-2,2,2,3,-1,1,-1,1,2,-1,1,-1,-3,3,-3
uct-100000-self-play,37,20,reversal,2,1,21,21,2,23,secured_objectives,secured_objectives,1,0,0,1,0,1,21,,,13,16,17,20,7.5,6.0,-1.5,3.25,3.5,0.25,1.0,2.0,2.0,0.5,1.0,1.0,0.5,1,0,1,0,0,0,0,0,2,0,2,23,1,2,p1_win,5,4,1,1,2,-1,17,14,3,2,3,-1,2,1,1,2,0,1,0,19,19,17,14,17,14,3,0,15,8,2,1,1,S22;S23,S21,0,0,0,0,0,0,1,0,0,0,0,0,0,7,1,secured_objectives,mixed,2,2,0,9,2,1,1,0,0,0,0,4,1,9,0,0,0,0,0,0,0,5,4,1,-1,1,1,2,-1,1,-1,17,14,3,-3,3,2,3,-1,1,-1,2,1,1,-1,1,-2,2,-2
uct-100000-self-play,37,20,reversal,2,1,21,21,3,24,secured_objectives,secured_objectives,1,0,0,1,0,1,21,,,13,16,17,20,7.5,6.0,-1.5,3.25,3.5,0.25,1.0,2.0,2.0,0.5,1.0,1.0,0.5,1,0,1,0,0,0,0,0,2,0,2,24,2,,p1_win,5,4,1,1,3,-2,17,15,2,2,3,-1,1,2,-1,0,2,0,1,19,21,17,15,17,15,2,0,15,8,2,1,1,S22;S23,S21,0,0,0,1,0,0,-1,0,0,0,0,0,0,7,1,secured_objectives,mixed,1,2,1,10,0,0,0,0,0,0,0,6,0,10,2,1,1,0,1,0,0,5,4,1,-1,1,1,3,-2,2,-2,17,15,2,-2,2,2,3,-1,1,-1,1,2,-1,1,-1,-4,4,-4
uct-100000-self-play,38,8,reversal,1,2,24,24,-3,21,secured_objectives,secured_objectives,1,0,0,1,0,1,12;14;18;20;24,,,16,19,20,23,3.75,2.5,-1.25,4.5,1.75,-2.75,1.0,2.0,1.0,0.5,1.0,1.5,0.5,1,0,1,1,1,0,0,0,3,1,2,21,1,2,p2_win,4,4,0,3,0,3,16,14,2,2,2,0,1,0,1,1,0,2,0,17,16,16,14,16,14,2,0,7,7,1,1,0,S21,S22,0,0,2,0,0,0,2,0,0,0,0,0,0,8,1,advantage_objectives,mixed,0,3,0,9,1,2,2,0,1,0,0,1,1,9,0,0,0,0,0,0,0,4,4,0,0,0,3,0,3,3,-3,16,14,2,2,-2,2,2,0,0,0,1,0,1,1,-1,2,2,-2
uct-100000-self-play,38,8,reversal,1,2,24,24,-2,22,secured_objectives,secured_objectives,1,0,0,1,0,1,12;14;18;20;24,,,16,19,20,23,3.75,2.5,-1.25,4.5,1.75,-2.75,1.0,2.0,1.0,0.5,1.0,1.5,0.5,1,0,1,1,1,0,0,0,3,1,2,22,2,1,p2_win,4,4,0,2,0,2,16,15,1,2,2,0,0,1,-1,0,2,0,1,17,18,16,15,16,15,1,0,7,7,1,1,0,S21,S22,0,0,0,0,1,0,-1,0,0,0,0,0,0,8,1,advantage_objectives,mixed,1,1,1,10,0,0,0,0,0,1,0,2,0,10,2,1,1,0,1,0,0,4,4,0,0,0,2,0,2,2,-2,16,15,1,1,-1,2,2,0,0,0,0,1,-1,-1,1,-1,-1,1
uct-100000-self-play,38,8,reversal,1,2,24,24,-1,23,secured_objectives,secured_objectives,1,0,0,1,0,1,12;14;18;20;24,,,16,19,20,23,3.75,2.5,-1.25,4.5,1.75,-2.75,1.0,2.0,1.0,0.5,1.0,1.5,0.5,1,0,1,1,1,0,0,0,3,1,2,23,1,2,p2_win,4,4,0,2,0,2,16,15,1,2,2,0,2,0,2,3,0,0,0,20,18,16,15,16,15,1,0,7,7,1,1,0,S21,S22,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,advantage_objectives,all_supply,2,3,0,10,3,0,0,0,0,0,0,1,1,10,0,0,0,0,0,0,0,4,4,0,0,0,2,0,2,2,-2,16,15,1,1,-1,2,2,0,0,0,2,0,2,2,-2,2,2,-2
uct-100000-self-play,38,8,reversal,1,2,24,24,0,24,secured_objectives,secured_objectives,1,0,0,1,0,1,12;14;18;20;24,,,16,19,20,23,3.75,2.5,-1.25,4.5,1.75,-2.75,1.0,2.0,1.0,0.5,1.0,1.5,0.5,1,0,1,1,1,0,0,0,3,1,2,24,2,,p2_win,4,5,-1,2,0,2,16,16,0,2,3,-1,1,0,1,0,2,0,1,20,20,16,16,16,16,0,0,7,7,1,1,0,S21,S22,0,1,0,0,0,0,-1,0,1,0,0,0,0,7,-1,secured_objectives,mixed,0,1,1,11,0,0,0,0,0,0,0,0,0,11,2,1,1,0,1,0,0,4,5,-1,-1,1,2,0,2,2,-2,16,16,0,0,0,2,3,-1,-1,1,1,0,1,1,-1,1,1,-1
uct-100000-self-play,38,16,reversal,1,2,24,24,-3,21,secured_objectives,secured_objectives,1,0,0,1,0,1,18;20;24,,,16,19,20,23,3.75,2.5,-1.25,4.5,1.75,-2.75,1.0,2.0,1.0,0.5,1.0,1.5,0.5,1,0,1,1,1,0,0,0,3,1,2,21,1,2,p2_win,4,4,0,3,0,3,16,14,2,2,2,0,1,0,1,1,0,2,0,17,16,16,14,16,14,2,0,7,7,1,1,0,S21,S22,0,0,2,0,0,0,2,0,0,0,0,0,0,8,1,advantage_objectives,mixed,0,3,0,9,1,2,2,0,1,0,0,1,1,9,0,0,0,0,0,0,0,4,4,0,0,0,3,0,3,3,-3,16,14,2,2,-2,2,2,0,0,0,1,0,1,1,-1,2,2,-2
uct-100000-self-play,38,16,reversal,1,2,24,24,-2,22,secured_objectives,secured_objectives,1,0,0,1,0,1,18;20;24,,,16,19,20,23,3.75,2.5,-1.25,4.5,1.75,-2.75,1.0,2.0,1.0,0.5,1.0,1.5,0.5,1,0,1,1,1,0,0,0,3,1,2,22,2,1,p2_win,4,4,0,2,0,2,16,15,1,2,2,0,0,1,-1,0,2,0,1,17,18,16,15,16,15,1,0,7,7,1,1,0,S21,S22,0,0,0,0,1,0,-1,0,0,0,0,0,0,8,1,advantage_objectives,mixed,1,1,1,10,0,0,0,0,0,1,0,2,0,10,2,1,1,0,1,0,0,4,4,0,0,0,2,0,2,2,-2,16,15,1,1,-1,2,2,0,0,0,0,1,-1,-1,1,-1,-1,1
uct-100000-self-play,38,16,reversal,1,2,24,24,-1,23,secured_objectives,secured_objectives,1,0,0,1,0,1,18;20;24,,,16,19,20,23,3.75,2.5,-1.25,4.5,1.75,-2.75,1.0,2.0,1.0,0.5,1.0,1.5,0.5,1,0,1,1,1,0,0,0,3,1,2,23,1,2,p2_win,4,4,0,2,0,2,16,15,1,2,2,0,2,0,2,3,0,0,0,20,18,16,15,16,15,1,0,7,7,1,1,0,S21,S22,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,advantage_objectives,all_supply,2,3,0,10,3,0,0,0,0,0,0,1,1,10,0,0,0,0,0,0,0,4,4,0,0,0,2,0,2,2,-2,16,15,1,1,-1,2,2,0,0,0,2,0,2,2,-2,2,2,-2
uct-100000-self-play,38,16,reversal,1,2,24,24,0,24,secured_objectives,secured_objectives,1,0,0,1,0,1,18;20;24,,,16,19,20,23,3.75,2.5,-1.25,4.5,1.75,-2.75,1.0,2.0,1.0,0.5,1.0,1.5,0.5,1,0,1,1,1,0,0,0,3,1,2,24,2,,p2_win,4,5,-1,2,0,2,16,16,0,2,3,-1,1,0,1,0,2,0,1,20,20,16,16,16,16,0,0,7,7,1,1,0,S21,S22,0,1,0,0,0,0,-1,0,1,0,0,0,0,7,-1,secured_objectives,mixed,0,1,1,11,0,0,0,0,0,0,0,0,0,11,2,1,1,0,1,0,0,4,5,-1,-1,1,2,0,2,2,-2,16,16,0,0,0,2,3,-1,-1,1,1,0,1,1,-1,1,1,-1
uct-100000-self-play,38,20,reversal,1,2,24,24,-3,21,secured_objectives,secured_objectives,1,0,0,1,0,1,24,,,16,19,20,23,3.75,2.5,-1.25,4.5,1.75,-2.75,1.0,2.0,1.0,0.5,1.0,1.5,0.5,1,0,1,1,1,0,0,0,3,1,2,21,1,2,p2_win,4,4,0,3,0,3,16,14,2,2,2,0,1,0,1,1,0,2,0,17,16,16,14,16,14,2,0,7,7,1,1,0,S21,S22,0,0,2,0,0,0,2,0,0,0,0,0,0,8,1,advantage_objectives,mixed,0,3,0,9,1,2,2,0,1,0,0,1,1,9,0,0,0,0,0,0,0,4,4,0,0,0,3,0,3,3,-3,16,14,2,2,-2,2,2,0,0,0,1,0,1,1,-1,2,2,-2
uct-100000-self-play,38,20,reversal,1,2,24,24,-2,22,secured_objectives,secured_objectives,1,0,0,1,0,1,24,,,16,19,20,23,3.75,2.5,-1.25,4.5,1.75,-2.75,1.0,2.0,1.0,0.5,1.0,1.5,0.5,1,0,1,1,1,0,0,0,3,1,2,22,2,1,p2_win,4,4,0,2,0,2,16,15,1,2,2,0,0,1,-1,0,2,0,1,17,18,16,15,16,15,1,0,7,7,1,1,0,S21,S22,0,0,0,0,1,0,-1,0,0,0,0,0,0,8,1,advantage_objectives,mixed,1,1,1,10,0,0,0,0,0,1,0,2,0,10,2,1,1,0,1,0,0,4,4,0,0,0,2,0,2,2,-2,16,15,1,1,-1,2,2,0,0,0,0,1,-1,-1,1,-1,-1,1
uct-100000-self-play,38,20,reversal,1,2,24,24,-1,23,secured_objectives,secured_objectives,1,0,0,1,0,1,24,,,16,19,20,23,3.75,2.5,-1.25,4.5,1.75,-2.75,1.0,2.0,1.0,0.5,1.0,1.5,0.5,1,0,1,1,1,0,0,0,3,1,2,23,1,2,p2_win,4,4,0,2,0,2,16,15,1,2,2,0,2,0,2,3,0,0,0,20,18,16,15,16,15,1,0,7,7,1,1,0,S21,S22,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,advantage_objectives,all_supply,2,3,0,10,3,0,0,0,0,0,0,1,1,10,0,0,0,0,0,0,0,4,4,0,0,0,2,0,2,2,-2,16,15,1,1,-1,2,2,0,0,0,2,0,2,2,-2,2,2,-2
uct-100000-self-play,38,20,reversal,1,2,24,24,0,24,secured_objectives,secured_objectives,1,0,0,1,0,1,24,,,16,19,20,23,3.75,2.5,-1.25,4.5,1.75,-2.75,1.0,2.0,1.0,0.5,1.0,1.5,0.5,1,0,1,1,1,0,0,0,3,1,2,24,2,,p2_win,4,5,-1,2,0,2,16,16,0,2,3,-1,1,0,1,0,2,0,1,20,20,16,16,16,16,0,0,7,7,1,1,0,S21,S22,0,1,0,0,0,0,-1,0,1,0,0,0,0,7,-1,secured_objectives,mixed,0,1,1,11,0,0,0,0,0,0,0,0,0,11,2,1,1,0,1,0,0,4,5,-1,-1,1,2,0,2,2,-2,16,16,0,0,0,2,3,-1,-1,1,1,0,1,1,-1,1,1,-1
uct-100000-self-play,39,8,reversal,1,2,24,24,-3,21,advantage_objectives,advantage_objectives,1,1,0,0,0,1,10;12;14;18;24,14,,16,19,20,23,3.0,3.5,0.5,1.75,2.5,0.75,1.0,0.0,2.0,0.5,1.5,2.0,0.5,1,0,0,0,1,0,0,0,1,1,2,21,1,2,p2_win,4,4,0,1,2,-1,14,15,-1,3,1,2,2,0,2,2,0,1,0,19,15,14,15,14,15,-1,1,13,6,3,0,3,S13;S22;S23,,0,0,1,0,0,0,1,0,0,0,0,0,0,8,-1,advantage_objectives,mixed,-1,5,0,9,2,1,1,1,1,0,0,1,0,9,0,0,0,0,0,0,0,4,4,0,0,0,1,2,-1,-1,1,14,15,-1,-1,1,3,1,2,2,-2,2,0,2,2,-2,4,4,-4
uct-100000-self-play,39,8,reversal,1,2,24,24,-2,22,advantage_objectives,advantage_objectives,1,1,0,0,0,1,10;12;14;18;24,14,,16,19,20,23,3.0,3.5,0.5,1.75,2.5,0.75,1.0,0.0,2.0,0.5,1.5,2.0,0.5,1,0,0,0,1,0,0,0,1,1,2,22,2,1,p2_win,4,4,0,1,2,-1,14,16,-2,3,1,2,2,2,0,0,2,0,1,19,17,14,16,14,16,-2,0,13,6,3,0,3,S13;S22;S23,,0,0,0,0,0,0,-1,0,0,0,0,0,0,8,-1,advantage_objectives,mixed,0,5,0,9,0,0,0,0,0,0,0,4,0,9,2,1,1,0,1,0,0,4,4,0,0,0,1,2,-1,-1,1,14,16,-2,-2,2,3,1,2,2,-2,2,2,0,0,0,1,1,-1
uct-100000-self-play,39,8,reversal,1,2,24,24,-1,23,advantage_objectives,advantage_objectives,1,1,0,0,0,1,10;12;14;18;24,14,,16,19,20,23,3.0,3.5,0.5,1.75,2.5,0.75,1.0,0.0,2.0,0.5,1.5,2.0,0.5,1,0,0,0,1,0,0,0,1,1,2,23,1,2,p2_win,5,4,1,1,2,-1,17,16,1,3,1,2,2,2,0,0,0,3,0,19,17,17,16,17,16,1,1,14,6,3,0,3,S13;S22;S23,,1,0,1,0,1,0,3,0,0,0,0,0,0,7,1,secured_objectives,all_objective,-2,2,0,9,0,3,3,1,1,0,0,4,0,9,0,0,0,0,0,0,0,5,4,1,1,-1,1,2,-1,-1,1,17,16,1,1,-1,3,1,2,2,-2,2,2,0,0,0,-2,-2,2
uct-100000-self-play,39,8,reversal,1,2,24,24,0,24,advantage_objectives,advantage_objectives,1,1,0,0,0,1,10;12;14;18;24,14,,16,19,20,23,3.0,3.5,0.5,1.75,2.5,0.75,1.0,0.0,2.0,0.5,1.5,2.0,0.5,1,0,0,0,1,0,0,0,1,1,2,24,2,,p2_win,5,5,0,1,2,-1,17,18,-1,3,2,1,2,2,0,0,1,0,2,19,18,17,18,17,18,-1,0,14,6,3,0,3,S13;S22;S23,,0,1,0,1,0,1,-2,0,1,0,0,0,0,6,-1,advantage_objectives,mixed,-1,2,0,9,0,0,0,0,0,0,0,4,0,9,1,2,2,0,1,0,0,5,5,0,0,0,1,2,-1,-1,1,17,18,-1,-1,1,3,2,1,1,-1,2,2,0,0,0,-2,-2,2
uct-100000-self-play,39,16,reversal,1,2,24,24,-3,21,advantage_objectives,advantage_objectives,1,0,0,0,0,0,18;24,,,16,19,20,23,3.0,3.5,0.5,1.75,2.5,0.75,1.0,0.0,2.0,0.5,1.5,2.0,0.5,1,0,0,0,1,0,0,0,1,1,2,21,1,2,p2_win,4,4,0,1,2,-1,14,15,-1,3,1,2,2,0,2,2,0,1,0,19,15,14,15,14,15,-1,1,13,6,3,0,3,S13;S22;S23,,0,0,1,0,0,0,1,0,0,0,0,0,0,8,-1,advantage_objectives,mixed,-1,5,0,9,2,1,1,1,1,0,0,1,0,9,0,0,0,0,0,0,0,4,4,0,0,0,1,2,-1,-1,1,14,15,-1,-1,1,3,1,2,2,-2,2,0,2,2,-2,4,4,-4
uct-100000-self-play,39,16,reversal,1,2,24,24,-2,22,advantage_objectives,advantage_objectives,1,0,0,0,0,0,18;24,,,16,19,20,23,3.0,3.5,0.5,1.75,2.5,0.75,1.0,0.0,2.0,0.5,1.5,2.0,0.5,1,0,0,0,1,0,0,0,1,1,2,22,2,1,p2_win,4,4,0,1,2,-1,14,16,-2,3,1,2,2,2,0,0,2,0,1,19,17,14,16,14,16,-2,0,13,6,3,0,3,S13;S22;S23,,0,0,0,0,0,0,-1,0,0,0,0,0,0,8,-1,advantage_objectives,mixed,0,5,0,9,0,0,0,0,0,0,0,4,0,9,2,1,1,0,1,0,0,4,4,0,0,0,1,2,-1,-1,1,14,16,-2,-2,2,3,1,2,2,-2,2,2,0,0,0,1,1,-1
uct-100000-self-play,39,16,reversal,1,2,24,24,-1,23,advantage_objectives,advantage_objectives,1,0,0,0,0,0,18;24,,,16,19,20,23,3.0,3.5,0.5,1.75,2.5,0.75,1.0,0.0,2.0,0.5,1.5,2.0,0.5,1,0,0,0,1,0,0,0,1,1,2,23,1,2,p2_win,5,4,1,1,2,-1,17,16,1,3,1,2,2,2,0,0,0,3,0,19,17,17,16,17,16,1,1,14,6,3,0,3,S13;S22;S23,,1,0,1,0,1,0,3,0,0,0,0,0,0,7,1,secured_objectives,all_objective,-2,2,0,9,0,3,3,1,1,0,0,4,0,9,0,0,0,0,0,0,0,5,4,1,1,-1,1,2,-1,-1,1,17,16,1,1,-1,3,1,2,2,-2,2,2,0,0,0,-2,-2,2
uct-100000-self-play,39,16,reversal,1,2,24,24,0,24,advantage_objectives,advantage_objectives,1,0,0,0,0,0,18;24,,,16,19,20,23,3.0,3.5,0.5,1.75,2.5,0.75,1.0,0.0,2.0,0.5,1.5,2.0,0.5,1,0,0,0,1,0,0,0,1,1,2,24,2,,p2_win,5,5,0,1,2,-1,17,18,-1,3,2,1,2,2,0,0,1,0,2,19,18,17,18,17,18,-1,0,14,6,3,0,3,S13;S22;S23,,0,1,0,1,0,1,-2,0,1,0,0,0,0,6,-1,advantage_objectives,mixed,-1,2,0,9,0,0,0,0,0,0,0,4,0,9,1,2,2,0,1,0,0,5,5,0,0,0,1,2,-1,-1,1,17,18,-1,-1,1,3,2,1,1,-1,2,2,0,0,0,-2,-2,2
uct-100000-self-play,41,8,reversal,2,1,21,21,-3,18,secured_objectives,secured_objectives,1,1,0,1,1,1,9;13;15;21,18,,13,16,17,20,5.75,3.75,-2.0,6.0,4.0,-2.0,1.0,1.5,1.5,0.5,1.0,1.5,0.5,1,0,1,0,1,1,0,0,2,2,2,18,2,1,p1_win,3,3,0,2,1,1,12,11,1,2,2,0,0,1,-1,0,1,0,2,15,16,12,11,12,11,1,0,6,3,2,1,1,S12;S21,S22,0,1,0,0,0,1,-2,0,0,0,0,0,0,10,1,advantage_objectives,mixed,0,3,1,7,0,0,0,0,0,0,0,4,0,7,1,2,2,0,1,0,0,3,3,0,0,0,2,1,1,-1,1,12,11,1,-1,1,2,2,0,0,0,0,1,-1,1,-1,-1,1,-1
uct-100000-self-play,41,8,reversal,2,1,21,21,-2,19,secured_objectives,secured_objectives,1,1,0,1,1,1,9;13;15;21,18,,13,16,17,20,5.75,3.75,-2.0,6.0,4.0,-2.0,1.0,1.5,1.5,0.5,1.0,1.5,0.5,1,0,1,0,1,1,0,0,2,2,2,19,1,2,p1_win,3,3,0,2,1,1,13,11,2,3,2,1,0,0,0,2,0,1,0,17,16,13,11,13,11,2,1,7,3,2,1,1,S12;S21,S22,0,0,0,0,0,0,1,1,0,0,0,0,0,10,1,advantage_objectives,mixed,1,4,0,8,2,1,1,1,1,0,0,1,1,8,0,0,0,0,0,0,0,3,3,0,0,0,2,1,1,-1,1,13,11,2,-2,2,3,2,1,-1,1,0,0,0,0,0,3,-3,3
uct-100000-self-play,41,8,reversal,2,1,21,21,-1,20,secured_objectives,secured_objectives,1,1,0,1,1,1,9;13;15;21,18,,13,16,17,20,5.75,3.75,-2.0,6.0,4.0,-2.0,1.0,1.5,1.5,0.5,1.0,1.5,0.5,1,0,1,0,1,1,0,0,2,2,2,20,2,1,p1_win,3,4,-1,2,0,2,13,12,1,3,2,1,0,2,-2,0,2,0,1,17,18,13,12,13,12,1,0,7,3,2,2,0,S12;S21,S13;S22,0,1,0,0,0,1,-1,0,0,0,1,0,0,9,-1,secured_objectives,mixed,1,4,0,8,0,0,0,0,0,0,0,5,0,8,2,1,1,0,1,0,0,3,4,-1,1,-1,2,0,2,-2,2,13,12,1,-1,1,3,2,1,-1,1,0,2,-2,2,-2,-1,1,-1
uct-100000-self-play,41,8,reversal,2,1,21,21,0,21,secured_objectives,secured_objectives,1,1,0,1,1,1,9;13;15;21,18,,13,16,17,20,5.75,3.75,-2.0,6.0,4.0,-2.0,1.0,1.5,1.5,0.5,1.0,1.5,0.5,1,0,1,0,1,1,0,0,2,2,2,21,1,2,p1_win,5,4,1,0,0,0,15,12,3,3,2,1,0,1,-1,1,0,2,0,18,18,15,12,15,12,3,1,8,3,2,1,1,S12;S21,S22,2,0,0,0,2,0,2,0,0,0,0,0,1,7,1,secured_objectives,mixed,-1,2,0,9,1,2,2,1,2,0,0,2,1,9,0,0,0,0,0,0,0,5,4,1,-1,1,0,0,0,0,0,15,12,3,-3,3,3,2,1,-1,1,0,1,-1,1,-1,0,0,0
uct-100000-self-play,41,8,reversal,2,1,21,21,1,22,secured_objectives,secured_objectives,1,1,0,1,1,1,9;13;15;21,18,,13,16,17,20,5.75,3.75,-2.0,6.0,4.0,-2.0,1.0,1.5,1.5,0.5,1.0,1.5,0.5,1,0,1,0,1,1,0,0,2,2,2,22,2,1,p1_win,5,4,1,0,1,-1,15,13,2,3,2,1,0,3,-3,0,2,0,1,18,20,15,13,15,13,2,0,8,3,2,2,0,S12;S21,S13;S22,0,0,0,1,0,0,-1,0,0,0,1,0,0,7,1,secured_objectives,mixed,0,2,0,9,0,0,0,0,0,0,0,7,0,9,2,1,1,0,0,0,0,5,4,1,-1,1,0,1,-1,1,-1,15,13,2,-2,2,3,2,1,-1,1,0,3,-3,3,-3,-5,5,-5
uct-100000-self-play,41,8,reversal,2,1,21,21,2,23,secured_objectives,secured_objectives,1,1,0,1,1,1,9;13;15;21,18,,13,16,17,20,5.75,3.75,-2.0,6.0,4.0,-2.0,1.0,1.5,1.5,0.5,1.0,1.5,0.5,1,0,1,0,1,1,0,0,2,2,2,23,1,2,p1_win,5,4,1,1,1,0,16,13,3,3,2,1,0,1,-1,2,0,1,0,20,20,16,13,16,13,3,1,9,3,2,1,1,S12;S21,S22,0,0,1,0,0,0,1,0,0,0,0,0,1,7,1,secured_objectives,mixed,1,2,0,10,2,1,1,1,1,0,0,2,2,10,0,0,0,0,0,0,0,5,4,1,-1,1,1,1,0,0,0,16,13,3,-3,3,3,2,1,-1,1,0,1,-1,1,-1,0,0,0
